N_Packets,N_Bytes,Idle_age,Source,Destination,Switch,Traffic,Controller,Duration,time
9,675,30,10.0.0.42,10.0.0.41,37,low,6636,30.135,0.135
14,981,31,10.0.0.42,10.0.0.41,37,low,6636,31.423,0.423
10,741,30,10.0.0.42,10.0.0.41,37,low,6636,30.72,0.72
6,404,24,10.0.0.42,10.0.0.41,37,low,6636,24.895,0.895
2,140,30,10.0.0.41,10.0.0.42,37,low,6636,30.127,0.127
10,6357,31,10.0.0.41,10.0.0.42,37,high,6636,31.4,0.4
9,667,27,10.0.0.42,10.0.0.41,37,low,6636,27.315,0.315
16,6797,27,10.0.0.41,10.0.0.42,37,high,6636,27.324,0.324
17,714,25,10.0.0.35,10.0.0.36,21,low,6635,552.961,527.961
17,714,25,10.0.0.36,10.0.0.35,21,low,6635,552.973,527.973
25059076,1656484972,9,10.0.0.36,10.0.0.35,21,high,6635,509.968,500.968
33704426,1572923126628,9,10.0.0.35,10.0.0.36,21,high,6635,509.968,500.968
11,768,25,10.0.0.42,10.0.0.41,37,low,6636,46.569,21.569
1980,1073160,55,10.0.0.42,10.0.0.41,37,high,6636,75.476,20.476
12,834,54,10.0.0.42,10.0.0.41,37,low,6636,75.491,21.491
7,476,54,10.0.0.41,10.0.0.42,37,low,6636,75.486,21.486
9,616,25,10.0.0.41,10.0.0.42,37,low,6636,46.56,21.56
1906,1033052,26,10.0.0.42,10.0.0.41,37,high,6636,46.532,20.532
19,798,9,10.0.0.35,10.0.0.36,21,low,6635,632.386,623.386
19,798,9,10.0.0.36,10.0.0.35,21,low,6635,632.398,623.398
68349,4511474,0,10.0.0.36,10.0.0.35,21,high,6635,2.295,2.295
94011,4275689758,0,10.0.0.35,10.0.0.36,21,high,6635,2.3,2.3
2880442,138820959164,7,10.0.0.35,10.0.0.36,21,high,6635,57.767,50.767
1634078,108137572,7,10.0.0.36,10.0.0.35,21,high,6635,57.773,50.773
20,840,21,10.0.0.35,10.0.0.36,21,low,6635,688.315,667.315
20,840,21,10.0.0.36,10.0.0.35,21,low,6635,688.327,667.327
3335233,220150926,8,10.0.0.36,10.0.0.35,21,high,6635,58.224,50.224
3643753,161323317042,8,10.0.0.35,10.0.0.36,21,high,6635,58.229,50.229
1,42,21,10.0.0.42,10.0.0.41,37,low,6636,21.055,0.055
1,42,21,10.0.0.41,10.0.0.42,37,low,6636,21.063,0.063
9,616,5,10.0.0.41,10.0.0.42,37,low,6636,26.075,21.075
8,569,48,10.0.0.42,10.0.0.41,37,low,6636,69.513,21.513
8,569,5,10.0.0.42,10.0.0.41,37,low,6636,26.076,21.076
1975,1070450,49,10.0.0.42,10.0.0.41,37,high,6636,69.505,20.505
1978,1072076,6,10.0.0.42,10.0.0.41,37,high,6636,26.058,20.058
7,476,48,10.0.0.41,10.0.0.42,37,low,6636,69.509,21.509
1,42,14,10.0.0.36,10.0.0.35,21,low,6635,14.889,0.889
1,42,14,10.0.0.35,10.0.0.36,21,low,6635,14.888,0.888
2606705,172355602,1,10.0.0.36,10.0.0.35,21,high,6635,51.753,50.753
3968768,192555591624,1,10.0.0.35,10.0.0.36,21,high,6635,51.731,50.731
1977,1071534,45,10.0.0.42,10.0.0.41,37,high,6636,65.064,20.064
1975,1070450,4,10.0.0.42,10.0.0.41,37,high,6636,24.28,20.28
9,616,3,10.0.0.41,10.0.0.42,37,low,6636,24.285,21.285
12,838,44,10.0.0.41,10.0.0.42,37,low,6636,65.072,21.072
8,562,44,10.0.0.42,10.0.0.41,37,low,6636,65.072,21.072
12,834,3,10.0.0.42,10.0.0.41,37,low,6636,24.299,21.299
1975,1070450,32,10.0.0.42,10.0.0.41,37,high,6636,52.971,20.971
7,476,54,10.0.0.41,10.0.0.42,37,low,6636,75.401,21.401
11,768,54,10.0.0.42,10.0.0.41,37,low,6636,75.409,21.409
1879,1018418,9,10.0.0.42,10.0.0.41,37,high,6636,29.651,20.651
11,768,31,10.0.0.42,10.0.0.41,37,low,6636,52.982,21.982
10,714,8,10.0.0.42,10.0.0.41,37,low,6636,29.705,21.705
7,476,31,10.0.0.41,10.0.0.42,37,low,6636,52.977,21.977
1979,1072618,55,10.0.0.42,10.0.0.41,37,high,6636,75.391,20.391
10,682,8,10.0.0.41,10.0.0.42,37,low,6636,29.695,21.695
1,42,32,10.0.0.36,10.0.0.35,21,low,6635,32.484,0.484
2,84,32,10.0.0.35,10.0.0.36,21,low,6635,32.484,0.484
2928928,135021605232,17,10.0.0.35,10.0.0.36,21,high,6635,67.923,50.923
1842795,121813062,17,10.0.0.36,10.0.0.35,21,high,6635,67.932,50.932
11,771,46,10.0.0.41,10.0.0.42,37,low,6636,67.865,21.865
7,476,21,10.0.0.41,10.0.0.42,37,low,6636,42.293,21.293
1975,1070450,22,10.0.0.42,10.0.0.41,37,high,6636,42.283,20.283
11,768,21,10.0.0.42,10.0.0.41,37,low,6636,42.299,21.299
1952,1057984,47,10.0.0.42,10.0.0.41,37,high,6636,67.857,20.857
7,469,46,10.0.0.42,10.0.0.41,37,low,6636,67.862,21.862
2,84,5,10.0.0.36,10.0.0.35,21,low,6636,30.967,25.967
2,84,5,10.0.0.35,10.0.0.36,21,low,6635,30.964,25.964
1645604,109069104,6,10.0.0.36,10.0.0.35,21,high,6635,56.193,50.193
2077972,137405792,56,10.0.0.36,10.0.0.35,21,high,6635,106.231,50.231
2851651,137659022134,6,10.0.0.35,10.0.0.36,21,high,6635,56.197,50.197
3520494,168437078620,16,10.0.0.35,10.0.0.36,21,high,6635,106.231,50.231
